"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
2,1983,7,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1983,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1983,8,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1983,8,"Irish National Liberation Army (INLA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1983,8,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1983,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1983,8,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1983,8,"Other","Government (Diplomatic)","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1983,9,"Irish National Liberation Army (INLA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,9,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Assassination","Western Europe","Autumn"
2,1983,9,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,9,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,10,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
2,1983,10,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,10,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,10,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1983,11,"Irish Republican Army (IRA)","Educational Institution","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,11,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1983,11,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Autumn"
2,1983,11,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Autumn"
3,1983,11,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1983,11,"Protestant extremists","Private Citizens & Property","Melee","Assassination","Western Europe","Autumn"
1,1983,12,"Protestant extremists","Religious Figures/Institutions","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Protestant extremists","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Other","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1983,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Winter"
2,1983,12,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
5,1983,12,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1983,12,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1983,12,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
2,1983,12,"Other","Transportation","Explosives","Bombing/Explosion","Western Europe","Winter"
3,1983,12,"Other","Transportation","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1984,1,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
2,1984,1,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1984,1,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1984,1,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1984,1,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1984,1,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Winter"
1,1984,1,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1984,1,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Winter"
2,1984,1,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1984,2,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
2,1984,2,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Other","NGO","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Winter"
2,1984,2,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
3,1984,2,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1984,2,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1984,2,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1984,3,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
2,1984,3,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Spring"
4,1984,3,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1984,3,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,3,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Other","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
2,1984,4,"Protestant extremists","Private Citizens & Property","Explosives","Assassination","Western Europe","Spring"
1,1984,4,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Spring"
2,1984,4,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,4,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,4,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,4,"Irish Republican Army (IRA)","Military","Incendiary","Armed Assault","Western Europe","Spring"
1,1984,4,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
1,1984,4,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1984,4,"Irish Republican Extremists","Business","Explosives","Assassination","Western Europe","Spring"
2,1984,4,"Other","Private Citizens & Property","Explosives","Assassination","Western Europe","Spring"
2,1984,5,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
2,1984,5,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Spring"
1,1984,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1984,5,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1984,5,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Spring"
2,1984,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1984,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,5,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
1,1984,5,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Spring"
1,1984,5,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1984,5,"Other","Business","Firearms","Assassination","Western Europe","Spring"
1,1984,5,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,5,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1984,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1984,6,"Other","Police","Firearms","Assassination","Eastern Europe","Summer"
1,1984,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1984,6,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Summer"
1,1984,6,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1984,6,"Other","Government (Diplomatic)","Explosives","Assassination","Western Europe","Summer"
1,1984,7,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
2,1984,7,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1984,7,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1984,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1984,7,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1984,7,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1984,8,"Other","Journalists & Media","Firearms","Assassination","Western Europe","Summer"
1,1984,8,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1984,8,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1984,9,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1984,9,"Other","Business","Firearms","Assassination","Western Europe","Autumn"
3,1984,9,"Other","Airports & Aircraft","Explosives","Hijacking","Western Europe","Autumn"
1,1984,9,"Other","Government (General)","Melee","Assassination","Western Europe","Autumn"
3,1984,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1984,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
4,1984,10,"Irish Republican Army (IRA)","Government (General)","Explosives","Assassination","Western Europe","Autumn"
1,1984,10,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
1,1984,10,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Ulster Freedom Fighters (UFF)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1984,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
2,1984,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1984,12,"Other","Government (Diplomatic)","Firearms","Assassination","Eastern Europe","Winter"
3,1984,12,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
15,1984,12,"Other","Transportation","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1984,12,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1984,12,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1985,1,"Basque Fatherland and Freedom (ETA)","Violent Political Party","Firearms","Assassination","Western Europe","Winter"
1,1985,1,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1985,1,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1985,1,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Other","Business","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1985,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
9,1985,2,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
9,1985,2,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1985,2,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1985,3,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1985,3,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Spring"
1,1985,3,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
2,1985,3,"Other","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1985,3,"Other","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1985,3,"Irish Republican Army (IRA)","Military","Firearms","Bombing/Explosion","Western Europe","Spring"
1,1985,3,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1985,3,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1985,3,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
2,1985,4,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1985,4,"Irish Republican Army (IRA)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1985,4,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
18,1985,4,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1985,4,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Spring"
2,1985,5,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1985,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
4,1985,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
4,1985,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1985,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1985,5,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1985,6,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,6,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,6,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
2,1985,6,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Other","Airports & Aircraft","Firearms","Hijacking","Western Europe","Summer"
1,1985,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Maritime","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1985,6,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1985,7,"Other","Airports & Aircraft","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,7,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1985,7,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,7,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1985,7,"Other","Airports & Aircraft","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,7,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,8,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1985,8,"Other","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1985,8,"Other","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1985,8,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1985,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1985,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1985,9,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1985,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1985,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1985,9,"Other","Journalists & Media","Firearms","Assassination","Western Europe","Autumn"
1,1985,9,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
4,1985,9,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1985,9,"Other","Maritime","Firearms","Hijacking","Western Europe","Autumn"
2,1985,10,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1985,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1985,11,"Other","Airports & Aircraft","Explosives","Assassination","Western Europe","Autumn"
1,1985,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
7,1985,11,"Other","Business","Firearms","Armed Assault","Western Europe","Autumn"
1,1985,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1985,11,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Autumn"
60,1985,11,"Other","Airports & Aircraft","Firearms","Hijacking","Western Europe","Autumn"
1,1985,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
2,1985,11,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Armed Assault","Western Europe","Autumn"
1,1985,11,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1985,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1985,11,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1985,11,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1985,12,"Other","Government (General)","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1985,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
2,1985,12,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1985,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
4,1985,12,"Other","Airports & Aircraft","Explosives","Bombing/Explosion","Western Europe","Winter"
16,1985,12,"Other","Airports & Aircraft","Firearms","Bombing/Explosion","Western Europe","Winter"
1,1986,1,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
3,1986,1,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1986,1,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Winter"
3,1986,1,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
1,1986,2,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
2,1986,2,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Winter"
2,1986,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1986,2,"Other","Police","Firearms","Assassination","Western Europe","Winter"
2,1986,3,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1986,3,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Spring"
1,1986,3,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Spring"
1,1986,3,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1986,3,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,3,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1986,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
4,1986,4,"Other","Airports & Aircraft","Explosives","Bombing/Explosion","Western Europe","Spring"
3,1986,4,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,4,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,4,"Other","Business","Firearms","Assassination","Western Europe","Spring"
2,1986,4,"Other","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1986,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
5,1986,4,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
5,1986,4,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,5,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1986,5,"Irish Republican Extremists","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Spring"
1,1986,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
